name,state_postal_abbreviation,description,latitude,longitude,egrid_subregion_abbreviation,climate_division_name
17262,PA,Spring Run,40.153677,-77.70883,RFCE,PA4
17263,PA,State Line,39.724825,-77.718629,RFCW,PA4
17264,PA,Three Springs,40.190713,-77.98067,RFCE,PA8
17265,PA,Upperstrasburg,40.035958,-77.79113,RFCE,PA4
17266,PA,Walnut Bottom,40.086522,-77.41026,RFCE,PA4
17267,PA,Warfordsburg,39.798516,-78.23675,RFCW,PA8
17268,PA,Waynesboro,39.766281,-77.57241,RFCW,PA4
17269,PA,Brush Creek,39.88745,-78.245581,,
17270,PA,Williamson,39.851731,-77.7993,RFCW,PA4
17271,PA,Willow Hill,40.110585,-77.79943,RFCE,PA4
17272,PA,Zullinger,39.771372,-77.62702,RFCW,PA4
17275,PA,Southampton,40.019915,-77.464257,,
17294,PA,Blue Ridge Summit,40.004885,-77.77637,,
17301,PA,Abbottstown,39.891548,-76.98359,RFCE,PA4
17302,PA,Airville,39.80954,-76.40849,RFCE,PA4
17303,PA,Arendtsville,39.923644,-77.300085,RFCE,PA4
17304,PA,Aspers,39.969711,-77.218,RFCE,PA4
17306,PA,Bendersville,39.982466,-77.2496,RFCE,PA4
17307,PA,Biglerville,39.930756,-77.2917,RFCE,PA4
17309,PA,Brogue,39.871433,-76.44796,RFCE,PA4
17310,PA,Cashtown,39.890605,-77.356642,RFCE,PA4
17311,PA,Codorus,39.81667,-76.84165,RFCE,PA4
17312,PA,Craley,39.946739,-76.506639,RFCE,PA4
17313,PA,Dallastown,39.8989,-76.64405,RFCE,PA4
17314,PA,Delta,39.746811,-76.33655,RFCE,PA4
17315,PA,Dover,40.002696,-76.85763,RFCE,PA4
17316,PA,East Berlin,39.965131,-77.00863,RFCE,PA4
17317,PA,East Prospect,39.971506,-76.5206,RFCE,PA4
17318,PA,Emigsville,40.017597,-76.72921,RFCE,PA4
17319,PA,Etters,40.157382,-76.7872,RFCE,PA4
17320,PA,Fairfield,39.759356,-77.37768,RFCE,PA4
17321,PA,Fawn Grove,39.747204,-76.44339,RFCE,PA4
17322,PA,Felton,39.848832,-76.55122,RFCE,PA4
17323,PA,Franklintown,40.07501,-77.027926,RFCE,PA4
17324,PA,Gardners,40.030925,-77.22858,RFCE,PA4
17325,PA,Gettysburg,39.827337,-77.22904,RFCE,PA4
17326,PA,Gettysburg,39.8948,-77.213493,,PA4
17327,PA,Glen Rock,39.780323,-76.74785,RFCE,PA4
17329,PA,Glenville,39.759126,-76.85248,RFCE,PA4
17331,PA,Hanover,39.795301,-76.97727,RFCE,PA4
17332,PA,Hanover,39.775037,-76.735116,RFCE,PA4
17333,PA,Hanover,39.972985,-76.687826,RFCE,PA4
17334,PA,,,,RFCE,PA4
17335,PA,,,,RFCE,
17337,PA,Idaville,40.015656,-77.200131,RFCE,PA4
17339,PA,Lewisberry,40.138959,-76.86904,RFCE,PA4
17340,PA,Littlestown,39.748187,-77.10806,RFCE,PA4
17342,PA,Loganville,39.853644,-76.707997,RFCE,PA4
17343,PA,McKnightstown,39.871147,-77.32608,RFCE,PA4
17344,PA,McSherrystown,39.805693,-77.01905,RFCE,PA4
17345,PA,Manchester,40.067348,-76.72398,RFCE,PA4
17346,PA,Menges Mills,40.079591,-76.703553,,
17347,PA,Mount Wolf,40.067559,-76.69584,RFCE,PA4
17349,PA,New Freedom,39.753369,-76.68112,RFCE,PA4
17350,PA,New Oxford,39.874531,-77.06305,RFCE,PA4
17352,PA,New Park,39.761007,-76.50129,RFCE,PA4
17353,PA,Orrtanna,39.876675,-77.3794,RFCE,PA4
17354,PA,Porters Sideling,39.82457,-76.89927,RFCE,PA4
17355,PA,Railroad,39.756761,-76.69939,RFCE,PA4
17356,PA,Red Lion,39.90035,-76.59778,RFCE,PA4
17358,PA,Rossville,39.972985,-76.687826,RFCE,PA4
17360,PA,Seven Valleys,39.84987,-76.76403,RFCE,PA4
17361,PA,Shrewsbury,39.765405,-76.67748,RFCE,PA4
17362,PA,Spring Grove,39.853966,-76.87182,RFCE,PA4
17363,PA,Stewartstown,39.765741,-76.59359,RFCE,PA4
17364,PA,Thomasville,39.92813,-76.9018,RFCE,PA4
17365,PA,Wellsville,40.052872,-76.94481,RFCE,PA4
17366,PA,Windsor,39.92741,-76.56268,RFCE,PA4
17368,PA,Wrightsville,40.002058,-76.52757,RFCE,PA4
17370,PA,York Haven,40.120806,-76.76352,RFCE,PA4
17371,PA,York New Salem,39.900579,-76.789624,RFCE,PA4
17372,PA,York Springs,40.003442,-77.1099,RFCE,PA4
17375,PA,Peach Glen,39.8948,-77.213493,RFCE,PA4
17401,PA,York,39.962463,-76.72887,RFCE,PA4
17402,PA,York,39.976898,-76.67785,RFCE,PA4
17403,PA,York,39.952198,-76.71328,RFCE,PA4
17404,PA,York,39.962821,-76.76764,RFCE,PA4
17405,PA,York,40.008647,-76.597187,RFCE,PA4
17406,PA,York,40.002547,-76.59646,RFCE,PA4
17407,PA,York,39.882516,-76.71206,RFCE,PA4
17408,PA,,,,RFCE,PA4
17415,PA,York,39.972985,-76.687826,RFCE,PA4
17501,PA,Akron,40.156472,-76.204,RFCE,PA3
17502,PA,Bainbridge,40.095995,-76.66707,RFCE,PA3
17503,PA,Bart,40.0185,-76.297582,RFCE,PA3
17504,PA,Bausman,40.024047,-76.328081,RFCE,PA3
17505,PA,Bird In Hand,40.055467,-76.19149,RFCE,PA3
17506,PA,Blue Ball,40.117326,-76.052379,RFCE,PA3
17507,PA,Bowmansville,40.196641,-76.016047,RFCE,PA3
17508,PA,Brownstown,40.125278,-76.21665,RFCE,PA3
17509,PA,Christiana,39.919072,-76.02508,RFCE,PA3
17511,PA,Columbia,40.041911,-76.487732,,
17512,PA,Columbia,40.037682,-76.49011,RFCE,PA3
17516,PA,Conestoga,39.938255,-76.36066,RFCE,PA3
17517,PA,Denver,40.234392,-76.12655,RFCE,PA3
17518,PA,Drumore,39.811308,-76.25348,RFCE,PA3
17519,PA,East Earl,40.141301,-76.0227,RFCE,PA3
17520,PA,East Petersburg,40.098696,-76.35153,RFCE,PA3
17521,PA,Elm,40.204393,-76.34643,RFCE,PA3
17522,PA,Ephrata,40.174994,-76.17619,RFCE,PA3
17527,PA,Gap,40.008814,-75.99195,RFCE,PA3
17528,PA,Goodville,40.043523,-76.238766,RFCE,PA3
17529,PA,Gordonville,40.0348,-76.11175,RFCE,PA3
17532,PA,Holtwood,39.859296,-76.28548,RFCE,PA3
17533,PA,Hopeland,40.233892,-76.260725,RFCE,PA3
17534,PA,Intercourse,40.036659,-76.106902,RFCE,PA3
17535,PA,Kinzers,40.000723,-76.04649,RFCE,PA3
17536,PA,Kirkwood,39.840243,-76.07373,RFCE,PA3
17537,PA,Lampeter,39.988548,-76.238729,RFCE,PA3
17538,PA,Landisville,40.091196,-76.41582,RFCE,PA3
17540,PA,Leola,40.096346,-76.19007,RFCE,PA3
17543,PA,Lititz,40.164049,-76.29946,RFCE,PA3
17545,PA,Manheim,40.168294,-76.4123,RFCE,PA3
17547,PA,Marietta,40.064862,-76.57145,RFCE,PA3
17549,PA,Martindale,40.154498,-76.08756,RFCE,PA3
17550,PA,Maytown,40.072108,-76.57779,RFCE,PA3
17551,PA,Millersville,39.994798,-76.36018,RFCE,PA3
17552,PA,Mount Joy,40.109445,-76.50919,RFCE,PA3
17554,PA,Mountville,40.040697,-76.42806,RFCE,PA3
17555,PA,Narvon,40.126611,-75.96767,RFCE,PA3
17557,PA,New Holland,40.102296,-76.08031,RFCE,PA3
17560,PA,New Providence,39.915209,-76.21546,RFCE,PA3
17562,PA,Paradise,39.981916,-76.09224,RFCE,PA3
17563,PA,Peach Bottom,39.767658,-76.1749,RFCE,PA3
17564,PA,Penryn,40.0185,-76.297582,RFCE,PA3
17565,PA,Pequea,39.902788,-76.32496,RFCE,PA3
17566,PA,Quarryville,39.872437,-76.15056,RFCE,PA3
17567,PA,Reamstown,40.209941,-76.116445,RFCE,PA3
17568,PA,Refton,39.9469,-76.232229,RFCE,PA3
17569,PA,Reinholds,40.264733,-76.09645,RFCE,PA3
17570,PA,Rheems,40.129494,-76.56991,RFCE,PA3
17572,PA,Ronks,40.003405,-76.15367,RFCE,PA3
17573,PA,Ronks,40.0185,-76.297582,RFCE,PA3
17575,PA,Silver Spring,40.064746,-76.434285,RFCE,PA3
17576,PA,Smoketown,40.038648,-76.1964,RFCE,PA3
17577,PA,Soudersburg,40.0185,-76.297582,,
17578,PA,Stevens,40.226093,-76.16682,RFCE,PA3
17579,PA,Strasburg,39.9656,-76.17781,RFCE,PA3
17580,PA,Talmage,40.116846,-76.213075,RFCE,PA3
17581,PA,Terre Hill,40.157565,-76.05041,RFCE,PA3
17582,PA,Washington Boro,39.993398,-76.45568,RFCE,PA3
17583,PA,West Willow,39.972349,-76.28733,RFCE,PA3
17584,PA,Willow Street,39.963866,-76.26963,RFCE,PA3
17585,PA,Witmer,40.048398,-76.211427,RFCE,PA3
17601,PA,Lancaster,40.072246,-76.3155,RFCE,PA3
17602,PA,Lancaster,40.032664,-76.27575,RFCE,PA3
17603,PA,Lancaster,40.03263,-76.33328,RFCE,PA3
17604,PA,Lancaster,40.065096,-76.335631,RFCE,PA3
17605,PA,Lancaster,40.0185,-76.297582,RFCE,PA3
17606,PA,Lancaster,40.110201,-76.305378,RFCE,PA3
17607,PA,Lancaster,40.0185,-76.297582,RFCE,PA3
17608,PA,Lancaster,40.0185,-76.297582,RFCE,PA3
17611,PA,,,,RFCE,PA3
17622,PA,,,,RFCE,
17699,PA,Lancaster,40.0185,-76.297582,,
17701,PA,Williamsport,41.256736,-77.0108,RFCE,PA5
17702,PA,Williamsport,41.222128,-77.02267,RFCE,PA5
17703,PA,Williamsport,41.33275,-77.023601,RFCE,PA5
17705,PA,Williamsport,41.33275,-77.023601,RFCE,PA5
17720,PA,Antes Fort,41.186545,-77.218368,RFCE,PA5
17721,PA,Avis,41.186038,-77.31604,RFCE,PA7
17722,PA,Bodines,41.33275,-77.023601,,
17723,PA,Jersey Shore,41.33275,-77.023601,RFCE,PA5
17724,PA,Canton,41.649813,-76.82304,RFCE,PA6
17726,PA,Castanea,41.122741,-77.431745,RFCE,PA7
17727,PA,Cedar Run,41.33275,-77.023601,RFCE,PA5
17728,PA,Cogan Station,41.318934,-77.08211,RFCE,PA5
17729,PA,Cross Fork,41.493592,-77.78665,RFCE,PA7
17730,PA,Dewart,41.109525,-76.87893,RFCE,PA5
17731,PA,Eagles Mere,41.414864,-76.58391,RFCE,PA6
17735,PA,Grover,41.77197,-76.521266,RFCE,PA6
17737,PA,Hughesville,41.268721,-76.69048,RFCE,PA5
17738,PA,Hyner,41.335148,-77.64014,RFCE,PA7
17739,PA,Jersey Mills,41.357921,-77.40671,RFCE,PA5
17740,PA,Jersey Shore,41.209389,-77.25975,RFCE,PA5
17741,PA,Watson,41.229164,-77.28278,,
17742,PA,Lairdsville,41.232059,-76.6084,RFCE,PA5
17743,PA,Leroy,41.77197,-76.521266,,
17744,PA,Linden,41.239046,-77.15154,RFCE,PA5
17745,PA,Lock Haven,41.146432,-77.42658,RFCE,PA7
17747,PA,Loganton,41.038555,-77.29872,RFCE,PA7
17748,PA,McElhattan,41.125166,-77.36332,RFCE,PA7
17749,PA,McEwensville,41.072139,-76.81871,RFCE,PA5
17750,PA,Mackeyville,41.051654,-77.4631,RFCW,PA7
17751,PA,Mill Hall,41.108454,-77.49516,RFCW,PA7
17752,PA,Montgomery,41.173254,-76.88449,RFCE,PA5
17754,PA,Montoursville,41.271098,-76.90382,RFCE,PA5
17756,PA,Muncy,41.208834,-76.73877,RFCE,PA5
17757,PA,Wolf,41.241656,-76.747251,,
17758,PA,Muncy Valley,41.349559,-76.5442,RFCE,PA5
17759,PA,Nisbet,41.218259,-77.12137,,
17760,PA,North Bend,41.404439,-77.68536,RFCE,PA7
17762,PA,Picture Rocks,41.280066,-76.71173,RFCE,PA5
17763,PA,Ralston,41.505366,-76.95432,RFCE,PA5
17764,PA,Renovo,41.351129,-77.79678,RFCE,PA7
17765,PA,Roaring Branch,41.592461,-76.95078,RFCE,PA5
17767,PA,Salona,41.084417,-77.46288,RFCW,PA7
17768,PA,Shunk,41.544194,-76.74643,RFCE,PA6
17769,PA,Slate Run,41.33275,-77.023601,RFCE,PA5
17771,PA,Trout Run,41.43664,-77.03435,RFCE,PA5
17772,PA,Turbotville,41.104021,-76.73831,RFCE,PA5
17773,PA,Tylersville,41.220635,-77.618532,RFCE,PA7
17774,PA,Unityville,41.239382,-76.53935,RFCE,PA5
17776,PA,Waterville,41.36958,-77.38615,RFCW,PA5
17777,PA,Watsontown,41.096505,-76.84924,RFCE,PA5
17778,PA,Westport,41.290924,-77.92124,RFCW,PA7
17779,PA,Woolrich,41.187424,-77.372827,RFCE,PA7
17786,PA,Penn,41.254974,-76.681186,,
17801,PA,Sunbury,40.856105,-76.77124,RFCE,PA5
17810,PA,Allenwood,41.117517,-77.00557,RFCE,PA5
17812,PA,Beaver Springs,40.739459,-77.23037,RFCE,PA5
17813,PA,Beavertown,40.768922,-77.17854,RFCE,PA5
17814,PA,Benton,41.241255,-76.37738,RFCE,PA5
17815,PA,Bloomsburg,41.013364,-76.43982,RFCE,PA5
17820,PA,Catawissa,40.916126,-76.43888,RFCE,PA5
17821,PA,Danville,40.985594,-76.63449,RFCE,PA5
17822,PA,Danville,40.967437,-76.604896,RFCE,PA5
17823,PA,Dornsife,40.720016,-76.73738,RFCE,PA5
17824,PA,Elysburg,40.848885,-76.53547,RFCE,PA5
17825,PA,Excelsior,40.769908,-76.49366,,
17827,PA,Freeburg,40.761179,-76.94339,RFCE,PA5
17828,PA,Gowen City,40.889632,-76.664574,,
17829,PA,Hartleton,40.900777,-77.15522,RFCE,PA5
17830,PA,Herndon,40.690647,-76.80513,RFCE,PA5
17831,PA,Hummels Wharf,40.834408,-76.835439,RFCE,PA5
17832,PA,Marion Heights,40.80436,-76.46387,RFCE,PA5
17833,PA,Kreamer,40.802232,-76.96291,RFCE,PA5
17834,PA,Kulpmont,40.792365,-76.47131,RFCE,PA5
17835,PA,Laurelton,40.88358,-77.19808,RFCE,PA5
17836,PA,Leck Kill,40.706213,-76.5997,RFCE,PA5
17837,PA,Lewisburg,40.965348,-76.9139,RFCE,PA5
17839,PA,Light Street,41.020062,-76.438413,RFCE,PA5
17840,PA,Locust Gap,40.769941,-76.43928,RFCE,PA5
17841,PA,McClure,40.714443,-77.34934,RFCE,PA5
17842,PA,Middleburg,40.799235,-77.03834,RFCE,PA5
17843,PA,Beaver Springs,40.762675,-77.07752,RFCE,PA5
17844,PA,Mifflinburg,40.928666,-77.05294,RFCE,PA5
17845,PA,Millmont,40.879182,-77.17437,RFCE,PA5
17846,PA,Millville,41.142069,-76.51679,RFCE,PA5
17847,PA,Milton,41.010754,-76.83647,RFCE,PA5
17850,PA,Montandon,40.964676,-76.85724,RFCE,PA5
17851,PA,Mount Carmel,40.797899,-76.41898,RFCE,PA5
17853,PA,Mount Pleasant Mills,40.694161,-77.00629,RFCE,PA5
17855,PA,New Berlin,40.880509,-76.985,RFCE,PA5
17856,PA,New Columbia,41.047295,-76.91245,RFCE,PA5
17857,PA,Northumberland,40.899361,-76.78947,RFCE,PA5
17858,PA,Numidia,41.042106,-76.424297,RFCE,PA5
17859,PA,Orangeville,41.11533,-76.39923,RFCE,PA5
17860,PA,Paxinos,40.839093,-76.62615,RFCE,PA5
17861,PA,Paxtonville,40.770921,-77.08455,RFCE,PA5
17862,PA,Penns Creek,40.860555,-77.0582,RFCE,PA5
17864,PA,Port Trevorton,40.696064,-76.90271,RFCE,PA5
17865,PA,Potts Grove,40.9921,-76.78654,RFCE,PA5
17866,PA,Coal Township,40.791328,-76.56393,RFCE,PA5
17867,PA,Rebuck,40.708236,-76.68758,RFCE,PA5
17868,PA,Riverside,40.956916,-76.63116,RFCE,PA5
17870,PA,Selinsgrove,40.812047,-76.86138,RFCE,PA5
17872,PA,Shamokin,40.784453,-76.56417,RFCE,PA5
17876,PA,Shamokin Dam,40.845896,-76.82241,RFCE,PA5
17877,PA,Snydertown,40.87897,-76.667267,RFCE,PA5
17878,PA,Stillwater,41.170314,-76.33154,RFCE,PA5
17880,PA,Swengel,40.978059,-77.08184,RFCE,PA5
17881,PA,Trevorton,40.780982,-76.67105,RFCE,PA5
17882,PA,Troxelville,40.801614,-77.20537,RFCE,PA5
17883,PA,Vicksburg,40.978059,-77.08184,RFCE,PA5
17884,PA,Washingtonville,41.052616,-76.67506,RFCE,PA5
17885,PA,Weikert,40.851747,-77.31213,RFCE,PA5
17886,PA,West Milton,41.017937,-76.86828,RFCE,PA5
17887,PA,White Deer,41.07552,-76.87189,RFCE,PA5
17888,PA,Wilburton,40.818443,-76.37737,RFCE,PA5
17889,PA,Winfield,40.884501,-76.91202,RFCE,PA5
17901,PA,Pottsville,40.68514,-76.2139,RFCE,PA2
17920,PA,Aristes,40.818731,-76.33997,RFCE,PA5
17921,PA,Ashland,40.763568,-76.34824,RFCE,PA2
17922,PA,Auburn,40.594185,-76.13162,RFCE,PA2
17923,PA,Branchdale,40.670753,-76.32397,RFCE,PA2
17925,PA,Brockton,40.750666,-76.06899,RFCE,PA2
17927,PA,Centralia,40.802567,-76.34017,,
17929,PA,Cressona,40.630557,-76.19448,RFCE,PA2
17930,PA,Cumbola,40.711162,-76.13678,RFCE,PA2
17931,PA,Frackville,40.782361,-76.23232,RFCE,PA2
17932,PA,Frackville,40.649109,-76.503339,RFCE,PA2
17933,PA,Friedensburg,40.602141,-76.24143,RFCE,PA2
17934,PA,Gilberton,40.79872,-76.21547,RFCE,PA2
17935,PA,Girardville,40.793258,-76.28315,RFCE,PA2
17936,PA,Gordon,40.750943,-76.33944,RFCE,PA2
17938,PA,Hegins,40.658667,-76.4814,RFCE,PA2
17941,PA,Klingerstown,40.677386,-76.62897,RFCE,PA2
17942,PA,Landingville,40.722587,-76.229623,RFCE,PA2
17943,PA,Lavelle,40.763048,-76.38158,RFCE,PA2
17944,PA,Llewellyn,40.672834,-76.27989,RFCE,PA2
17945,PA,Locustdale,40.777606,-76.37371,RFCE,PA2
17946,PA,Lost Creek,40.809063,-76.25805,RFCE,PA2
17948,PA,Mahanoy City,40.813869,-76.13737,RFCE,PA2
17949,PA,Mahanoy Plane,40.794162,-76.24258,RFCE,PA2
17951,PA,Mar Lin,40.679479,-76.24495,RFCE,PA2
17952,PA,Mary D,40.759814,-76.05513,RFCE,PA2
17953,PA,Middleport,40.727464,-76.08556,RFCE,PA2
17954,PA,Minersville,40.690455,-76.26024,RFCE,PA2
17957,PA,Muir,40.592705,-76.51986,RFCE,PA2
17959,PA,New Philadelphia,40.731739,-76.1278,RFCE,PA2
17960,PA,New Ringgold,40.700548,-75.96098,RFCE,PA2
17961,PA,Orwigsburg,40.645057,-76.0785,RFCE,PA2
17963,PA,Pine Grove,40.558488,-76.38129,RFCE,PA2
17964,PA,Pitman,40.710899,-76.52368,RFCE,PA2
17965,PA,Port Carbon,40.698814,-76.16405,RFCE,PA2
17966,PA,Ravine,40.722587,-76.229623,RFCE,PA2
17967,PA,Ringtown,40.859702,-76.21615,RFCE,PA2
17968,PA,Sacramento,40.63898,-76.60502,RFCE,PA2
17970,PA,Saint Clair,40.718586,-76.19111,RFCE,PA2
17972,PA,Schuylkill Haven,40.614771,-76.19352,RFCE,PA2
17974,PA,Seltzer,40.696252,-76.23554,RFCE,PA2
17976,PA,Shenandoah,40.820862,-76.20421,RFCE,PA2
17978,PA,Spring Glen,40.632279,-76.64059,RFCE,PA2
17979,PA,Summit Station,40.560225,-76.19887,RFCE,PA2
17980,PA,Tower City,40.584748,-76.55479,RFCE,PA2
17981,PA,Tremont,40.632681,-76.39579,RFCE,PA2
17982,PA,Tuscarora,40.771111,-76.03747,RFCE,PA2
17983,PA,Valley View,40.643634,-76.54562,RFCE,PA2
17985,PA,Zion Grove,40.909697,-76.20494,RFCE,PA2
18001,PA,Lehigh Valley,40.693376,-75.471156,RFCE,PA2
18002,PA,Lehigh Valley,40.665597,-75.426247,RFCE,PA2
18003,PA,Lehigh Valley,40.693376,-75.471156,RFCE,
18010,PA,Ackermanville,40.693376,-75.471156,RFCE,PA2
18011,PA,Alburtis,40.496375,-75.62213,RFCE,PA3
18012,PA,Aquashicola,40.811206,-75.59136,RFCE,PA2
18013,PA,Bangor,40.863124,-75.19004,RFCE,PA2
18014,PA,Bath,40.747742,-75.40078,RFCE,PA2
18015,PA,Bethlehem,40.601261,-75.37542,RFCE,PA2
18016,PA,Bethlehem,40.693376,-75.471156,RFCE,PA2
18017,PA,Bethlehem,40.645665,-75.36926,RFCE,PA2
18018,PA,Bethlehem,40.625444,-75.38831,RFCE,PA2
18020,PA,Bethlehem,40.656498,-75.32938,RFCE,PA2
18021,PA,Hazleton,40.954484,-75.973747,,
18024,PA,Bethlehem,40.650883,-75.306102,,
18025,PA,Bethlehem,40.693376,-75.471156,RFCE,PA2
18030,PA,Bowmanstown,40.80116,-75.66158,RFCE,PA2
18031,PA,Breinigsville,40.552042,-75.64919,RFCE,PA2
18032,PA,Catasauqua,40.657089,-75.47123,RFCE,PA2
18034,PA,Center Valley,40.540398,-75.41501,RFCE,PA2
18035,PA,Cherryville,40.749545,-75.53855,RFCE,PA2
18036,PA,Coopersburg,40.508855,-75.40103,RFCE,PA2
18037,PA,Coplay,40.671538,-75.5044,RFCE,PA2
18038,PA,Danielsville,40.786431,-75.49158,RFCE,PA2
18039,PA,Durham,40.328645,-75.10278,RFCE,PA3
18040,PA,Easton,40.730182,-75.22349,RFCE,PA2
18041,PA,East Greenville,40.410224,-75.50845,RFCE,PA3
18042,PA,Easton,40.681798,-75.22082,RFCE,PA2
18043,PA,Easton,40.792804,-75.137186,RFCE,PA2
18044,PA,Easton,40.693376,-75.471156,RFCE,PA2
18045,PA,Easton,40.681531,-75.26722,RFCE,PA2
18046,PA,East Texas,40.538843,-75.568502,RFCE,PA2
18049,PA,Emmaus,40.533597,-75.49822,RFCE,PA2
18050,PA,Flicksville,40.693376,-75.471156,RFCE,PA2
18051,PA,Fogelsville,40.593153,-75.65222,RFCE,PA2
18052,PA,Whitehall,40.651751,-75.49224,RFCE,PA2
18053,PA,Germansville,40.707516,-75.70754,RFCE,PA2
18054,PA,Green Lane,40.343587,-75.44613,RFCE,PA3
18055,PA,Hellertown,40.585649,-75.3261,RFCE,PA2
18056,PA,Hereford,40.451369,-75.55229,RFCE,PA3
18058,PA,Kunkletown,40.912421,-75.49765,RFCE,PA1
18059,PA,Laurys Station,40.723681,-75.53601,RFCE,PA2
18060,PA,Limeport,40.53484,-75.57864,RFCE,PA2
18062,PA,Macungie,40.517304,-75.56515,RFCE,PA2
18063,PA,Martins Creek,40.781918,-75.18589,RFCE,PA2
18064,PA,Nazareth,40.746849,-75.31632,RFCE,PA2
18065,PA,Neffs,40.696738,-75.611647,RFCE,PA2
18066,PA,New Tripoli,40.653037,-75.72689,RFCE,PA2
18067,PA,Northampton,40.693818,-75.48697,RFCE,PA2
18068,PA,Old Zionsville,40.693376,-75.471156,RFCE,PA2
18069,PA,Orefield,40.624592,-75.60728,RFCE,PA2
18070,PA,Palm,40.431982,-75.53852,RFCE,PA3
18071,PA,Palmerton,40.820558,-75.58537,RFCE,PA2
18072,PA,Pen Argyl,40.857829,-75.25776,RFCE,PA2
18073,PA,Pennsburg,40.388263,-75.48659,RFCE,PA3
18074,PA,Perkiomenville,40.316397,-75.5154,RFCE,PA3
18076,PA,Red Hill,40.375182,-75.48431,RFCE,PA3
18077,PA,Riegelsville,40.576989,-75.22121,RFCE,PA3
18078,PA,Schnecksville,40.675741,-75.61626,RFCE,PA2
18079,PA,Slatedale,40.744055,-75.65864,RFCE,PA2
18080,PA,Slatington,40.739576,-75.62113,RFCE,PA2
18081,PA,Springtown,40.556976,-75.28817,RFCE,PA3
18083,PA,Stockertown,40.754064,-75.26477,RFCE,PA2
18084,PA,Sumneytown,40.327782,-75.454043,RFCE,PA3
18085,PA,Tatamy,40.740769,-75.25335,RFCE,PA2
18086,PA,Treichlers,40.734807,-75.54488,RFCE,PA2
18087,PA,Trexlertown,40.549119,-75.60049,RFCE,PA2
18088,PA,Walnutport,40.760403,-75.57535,RFCE,PA2
18091,PA,Wind Gap,40.835128,-75.30274,RFCE,PA2
18092,PA,Zionsville,40.465994,-75.51958,RFCE,PA2
18096,PA,South Whitehall,40.633542,-75.583861,,
18098,PA,Emmaus,40.693376,-75.471156,RFCE,PA2
18099,PA,Emmaus,40.693376,-75.471156,RFCE,PA2
18101,PA,Allentown,40.602847,-75.47022,RFCE,PA2
18102,PA,Allentown,40.607747,-75.4793,RFCE,PA2
18103,PA,Allentown,40.595097,-75.45915,RFCE,PA2
18104,PA,Allentown,40.601996,-75.52104,RFCE,PA2
18105,PA,Allentown,40.693376,-75.471156,RFCE,PA2
18106,PA,Allentown,40.569288,-75.58893,RFCE,PA2
18109,PA,Allentown,40.693376,-75.471156,RFCE,PA2
18160,PA,Tunkhannock,41.010299,-75.45705,,
18175,PA,Allentown,40.585561,-75.621058,,PA2
18195,PA,Allentown,40.57983,-75.579884,RFCE,PA2
18201,PA,Hazleton,40.958434,-75.98519,RFCE,PA1
18202,PA,Hazleton,40.969691,-75.990392,RFCE,PA1
18210,PA,Albrightsville,41.000937,-75.55484,RFCE,PA2
18211,PA,Andreas,40.749289,-75.82947,RFCE,PA2
18212,PA,Ashfield,40.784095,-75.708281,RFCE,PA2
18214,PA,Barnesville,40.811198,-76.06652,RFCE,PA2
18216,PA,Beaver Meadows,40.931187,-75.91493,RFCE,PA1
18218,PA,Coaldale,40.822234,-75.91011,RFCE,PA2
18219,PA,Conyngham,40.988834,-76.05963,RFCE,PA1
18220,PA,Delano,40.839186,-76.06929,RFCE,PA2
18221,PA,Drifton,41.004017,-75.90569,RFCE,PA1
18222,PA,Drums,41.030933,-75.98932,RFCE,PA1
18223,PA,Ebervale,41.272248,-75.880146,RFCE,PA1
18224,PA,Freeland,41.015634,-75.89791,RFCE,PA1
18225,PA,Harleigh,40.98227,-75.96874,RFCE,PA1
18229,PA,Jim Thorpe,40.913283,-75.6982,RFCE,PA2
18230,PA,Junedale,40.924427,-75.94189,RFCE,PA2
18231,PA,Kelayres,40.900995,-76.00488,RFCE,PA2
18232,PA,Lansford,40.832477,-75.88198,RFCE,PA2
18234,PA,Lattimer Mines,40.99303,-75.96009,RFCE,PA1
18235,PA,Lehighton,40.828682,-75.70596,RFCE,PA2
18237,PA,Mcadoo,40.897038,-75.99548,RFCE,PA2
18239,PA,Milnesville,40.989783,-75.98173,RFCE,PA1
18240,PA,Nesquehoning,40.857175,-75.84811,RFCE,PA2
18241,PA,Nuremberg,40.939035,-76.16898,RFCE,PA2
18242,PA,Oneida,40.90757,-76.12636,RFCE,PA2
18243,PA,Pardeesville,41.001683,-75.966146,,
18244,PA,Parryville,40.824403,-75.66924,RFCE,PA2
18245,PA,Quakake,40.85315,-76.03218,RFCE,PA2
18246,PA,Rock Glen,40.965379,-76.18859,RFCE,PA1
18247,PA,Saint Johns,41.014808,-76.058391,RFCE,PA1
18248,PA,Sheppton,40.89707,-76.11711,RFCE,PA2
18249,PA,Sugarloaf,40.99118,-76.09565,RFCE,PA1
18250,PA,Summit Hill,40.826908,-75.8674,RFCE,PA2
18251,PA,Sybertsville,41.001956,-76.08117,RFCE,PA1
18252,PA,Tamaqua,40.792315,-75.97705,RFCE,PA2
18254,PA,Tresckow,40.914664,-75.96359,RFCE,PA2
18255,PA,Weatherly,40.945334,-75.8265,RFCE,PA2
18256,PA,Weston,40.941585,-76.13916,RFCE,PA1
18301,PA,East Stroudsburg,41.052199,-75.15936,RFCE,PA1
18302,PA,,,,RFCE,PA1
